5.002000976562500257e-07,2.910136249650435708e-11
5.043917561848958006e-07,3.306706133494633414e-11
5.085834147135416814e-07,2.851192181406792346e-11
5.127750732421875621e-07,2.933074428331551213e-11
5.169667317708333370e-07,2.946726082575500331e-11
5.211583902994792178e-07,3.164076607751850369e-11
5.253500488281249927e-07,2.800696060869567357e-11
5.295417073567708735e-07,2.829924239169798629e-11
5.337333658854167543e-07,2.980644969071724418e-11
5.379250244140625292e-07,2.939312892551785118e-11
5.421166829427083041e-07,3.000601369298921558e-11
5.463083414713541848e-07,2.896594428173987743e-11
5.505000000000000656e-07,3.144896222568322190e-11
5.546916585286458405e-07,3.053352620976717750e-11
5.588833170572917213e-07,3.058640116552683892e-11
5.630749755859374962e-07,3.058709895184425915e-11
5.672666341145832711e-07,3.065117908543896938e-11
5.714582926432292577e-07,3.129734466874480596e-11
5.756499511718750326e-07,3.030992246224962273e-11
5.798416097005208075e-07,3.067637424733672087e-11
5.840332682291666883e-07,3.053493443249161119e-11
5.882249267578125691e-07,3.102903349940121445e-11
5.924165852864583440e-07,3.123734169122455764e-11
5.966082438151042248e-07,3.091699159230801843e-11
6.007999023437499997e-07,3.137792357467316036e-11
6.007999023437499997e-07,3.169864646090685137e-11
6.049915710449219167e-07,3.112924133969387555e-11
6.091832397460937279e-07,3.148941259338520093e-11
6.133749084472656450e-07,3.096523006279871535e-11
6.175665771484375621e-07,3.090076279888933443e-11
6.217582458496093733e-07,3.080767349496202350e-11
6.259499145507812904e-07,3.050401154876900851e-11
6.301415832519531016e-07,3.102726648239330286e-11
6.343332519531250187e-07,3.039433631758722681e-11
6.385249206542969358e-07,3.049758678823049385e-11
6.427165893554688529e-07,3.073174995363613467e-11
6.469082580566406641e-07,3.007812940828021410e-11
6.510999267578124753e-07,2.828897902700178146e-11
6.552915954589843924e-07,2.672647836070096304e-11
6.594832641601563095e-07,2.554116920779991842e-11
6.636749328613281207e-07,2.452183334791079365e-11
6.678666015625000378e-07,2.347237086122015991e-11
6.720582702636718490e-07,2.278211247972526275e-11
6.762499389648437661e-07,2.216872533073398321e-11
6.804416076660156832e-07,2.170334127689213104e-11
6.846332763671874944e-07,2.131001208216256013e-11
6.888249450683594115e-07,2.115489465365669649e-11
6.930166137695312227e-07,2.093068242779916427e-11
6.972082824707031398e-07,2.079824717965265077e-11
7.013999511718750569e-07,2.081143021983561865e-11
7.013999511718750569e-07,2.080423883557117309e-11
7.055957885742188147e-07,2.060609031065898038e-11
7.097916259765625725e-07,2.052765344066067211e-11
7.139874633789063303e-07,2.035582894669450459e-11
7.181833007812499822e-07,2.015672108541484326e-11
7.223791381835937400e-07,1.995569046463853454e-11
7.265749755859374978e-07,1.971375753644787836e-11
7.307708129882812556e-07,1.948437741608632388e-11
7.349666503906250134e-07,1.917918759005466998e-11
7.391624877929686653e-07,1.897822461924207061e-11
7.433583251953125290e-07,1.863123977466143146e-11
7.475541625976561809e-07,1.836136427266165903e-11
7.517500000000000446e-07,1.803812453179094813e-11
7.559458374023436965e-07,1.766797832933861144e-11
7.601416748046875602e-07,1.736574370223576498e-11
7.643375122070312121e-07,1.691299128955305233e-11
7.685333496093750758e-07,1.653528458906887003e-11
7.727291870117187277e-07,1.613561287266314064e-11
7.769250244140624855e-07,1.573832657654237487e-11
7.811208618164062433e-07,1.534243590398525871e-11
7.853166992187500011e-07,1.491224455248931774e-11
7.895125366210937589e-07,1.448154508574226242e-11
7.937083740234375167e-07,1.407582973358174567e-11
7.979042114257811687e-07,1.366129754075079654e-11
8.021000488281250323e-07,1.326591272674021668e-11
8.021000488281250323e-07,1.324096906979953058e-11
8.062958760579427538e-07,1.283762342769852159e-11
8.104917032877603694e-07,1.243757394895635468e-11
8.146875305175781968e-07,1.203115725099611471e-11
8.188833577473958124e-07,1.165451089554121973e-11
8.230791849772135339e-07,1.125893827203212473e-11
8.272750122070312554e-07,1.089508987406187309e-11
8.314708394368490828e-07,1.053853436116197884e-11
8.356666666666665925e-07,1.017359874648429850e-11
8.398624938964844199e-07,9.817893544342852329e-12
8.440583211263021414e-07,9.421035982235514528e-12
8.482541483561197570e-07,9.032326718375192741e-12
8.524499755859374785e-07,8.610949435876841272e-12
8.566458028157553058e-07,8.178985741110988333e-12
8.608416300455729214e-07,7.686164459162904799e-12
8.650374572753906429e-07,7.203723452589918550e-12
