% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 MOhm impedance, 50 x probe attenuation
% Channel B (Input 2), DC coupling, 1 MOhm impedance, 1 x probe attenuation
% Time span 78.12 ms, time offset -3.740 ms, Precision acquisition mode, 40 averages
% Edge trigger: Channel B, level 427.0 mV, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2024-11-14 T 19:06:41 +0100
% Time (s), Channel A (Input 1) (V), Channel B (Input 2) (V)
-3.532179200000e-02, -1.631734e-01, -3.401757e-02
-3.524212800000e-02, -1.667369e-01, -3.387637e-02
-3.516246400000e-02, -1.668246e-01, -3.401012e-02
-3.508280000000e-02, -1.645400e-01, -3.390909e-02
-3.500313600000e-02, -1.674304e-01, -3.385043e-02
-3.492347200000e-02, -1.698573e-01, -3.401815e-02
-3.484380800000e-02, -1.709142e-01, -3.412464e-02
-3.476414400000e-02, -1.749348e-01, -3.404381e-02
-3.468448000000e-02, -1.789131e-01, -3.393564e-02
-3.460481600000e-02, -1.739171e-01, -3.404286e-02
-3.452515200000e-02, -1.800521e-01, -3.405730e-02
-3.444548800000e-02, -1.852520e-01, -3.408729e-02
-3.436582400000e-02, -1.860283e-01, -3.400046e-02
-3.428616000000e-02, -1.914873e-01, -3.397047e-02
-3.420649600000e-02, -1.894354e-01, -3.390501e-02
-3.412683200000e-02, -1.863242e-01, -3.397599e-02
-3.404716800000e-02, -1.920042e-01, -3.391035e-02
-3.396750400000e-02, -1.978498e-01, -3.383001e-02
-3.388784000000e-02, -2.036579e-01, -3.383259e-02
-3.380817600000e-02, -2.026403e-01, -3.397210e-02
-3.372851200000e-02, -2.046152e-01, -3.397102e-02
-3.364884800000e-02, -2.081722e-01, -3.395048e-02
-3.356918400000e-02, -2.056724e-01, -3.392644e-02
-3.348952000000e-02, -2.093858e-01, -3.396584e-02
-3.340985600000e-02, -2.152301e-01, -3.399221e-02
-3.333019200000e-02, -2.076188e-01, -3.408202e-02
-3.325052800000e-02, -2.199734e-01, -3.406055e-02
-3.317086400000e-02, -2.160463e-01, -3.407604e-02
-3.309120000000e-02, -2.099374e-01, -3.410520e-02
-3.301153600000e-02, -2.152991e-01, -3.404749e-02
-3.293187200000e-02, -2.210263e-01, -3.414349e-02
-3.285220800000e-02, -2.208049e-01, -3.410630e-02
-3.277254400000e-02, -2.250298e-01, -3.421221e-02
-3.269288000000e-02, -2.244956e-01, -3.412507e-02
-3.261321600000e-02, -2.237126e-01, -3.404032e-02
-3.253355200000e-02, -2.238147e-01, -3.397130e-02
-3.245388800000e-02, -2.177658e-01, -3.403787e-02
-3.237422400000e-02, -2.191560e-01, -3.411115e-02
-3.229456000000e-02, -2.273208e-01, -3.402005e-02
-3.221489600000e-02, -2.193381e-01, -3.403075e-02
-3.213523200000e-02, -2.242783e-01, -3.422401e-02
-3.205556800000e-02, -2.216340e-01, -3.414561e-02
-3.197590400000e-02, -2.222285e-01, -3.420663e-02
-3.189624000000e-02, -2.215184e-01, -3.396793e-02
-3.181657600000e-02, -2.256632e-01, -3.408766e-02
-3.173691200000e-02, -2.250181e-01, -3.414267e-02
-3.165724800000e-02, -2.243071e-01, -3.409453e-02
-3.157758400000e-02, -2.299233e-01, -3.404283e-02
-3.149792000000e-02, -2.365495e-01, -3.400098e-02
-3.141825600000e-02, -2.336214e-01, -3.397642e-02
-3.133859200000e-02, -2.319997e-01, -3.399917e-02
-3.125892800000e-02, -2.410040e-01, -3.393015e-02
-3.117926400000e-02, -2.428433e-01, -3.397915e-02
-3.109960000000e-02, -2.356287e-01, -3.393095e-02
-3.101993600000e-02, -2.354245e-01, -3.390805e-02
-3.094027200000e-02, -2.371339e-01, -3.398326e-02
-3.086060800000e-02, -2.444402e-01, -3.411532e-02
-3.078094400000e-02, -2.456841e-01, -3.412359e-02
-3.070128000000e-02, -2.430475e-01, -3.407297e-02
-3.062161600000e-02, -2.344710e-01, -3.409738e-02
-3.054195200000e-02, -2.413109e-01, -3.413997e-02
-3.046228800000e-02, -2.381145e-01, -3.422334e-02
-3.038262400000e-02, -2.375859e-01, -3.409517e-02
-3.030296000000e-02, -2.366602e-01, -3.417357e-02
-3.022329600000e-02, -2.369518e-01, -3.412835e-02
-3.014363200000e-02, -2.331467e-01, -3.417369e-02
-3.006396800000e-02, -2.335573e-01, -3.424630e-02
-2.998430400000e-02, -2.364312e-01, -3.428190e-02
-2.990464000000e-02, -2.360939e-01, 1.238553e+00
-2.982497600000e-02, -2.289544e-01, 4.821174e+00
-2.974531200000e-02, -2.193528e-01, 4.956236e+00
-2.966564800000e-02, -2.080821e-01, 4.956688e+00
-2.958598400000e-02, -1.957513e-01, 4.956959e+00
-2.950632000000e-02, -1.938942e-01, 4.956808e+00
-2.942665600000e-02, -1.881639e-01, 4.956874e+00
-2.934699200000e-02, -1.807767e-01, 4.957175e+00
-2.926732800000e-02, -1.684101e-01, 4.956947e+00
-2.918766400000e-02, -1.633522e-01, 4.957068e+00
-2.910800000000e-02, -1.624474e-01, 4.957053e+00
-2.902833600000e-02, -1.566913e-01, 4.957111e+00
-2.894867200000e-02, -1.457232e-01, 4.957241e+00
-2.886900800000e-02, -1.418712e-01, 4.957023e+00
-2.878934400000e-02, -1.376093e-01, 4.957202e+00
-2.870968000000e-02, -1.358711e-01, 4.956999e+00
-2.863001600000e-02, -1.403102e-01, 4.956976e+00
-2.855035200000e-02, -1.317324e-01, 4.957184e+00
-2.847068800000e-02, -1.250323e-01, 4.957020e+00
-2.839102400000e-02, -1.208560e-01, 4.957100e+00
-2.831136000000e-02, -1.168663e-01, 4.956923e+00
-2.823169600000e-02, -1.117759e-01, 4.956810e+00
-2.815203200000e-02, -1.080068e-01, 4.956922e+00
-2.807236800000e-02, -1.053175e-01, 4.957116e+00
-2.799270400000e-02, -1.008216e-01, 4.956947e+00
-2.791304000000e-02, -9.390227e-02, 4.957076e+00
-2.783337600000e-02, -9.443792e-02, 4.956923e+00
-2.775371200000e-02, -9.368856e-02, 4.956944e+00
-2.767404800000e-02, -8.620261e-02, 4.956992e+00
-2.759438400000e-02, -8.554768e-02, 4.957146e+00
-2.751472000000e-02, -7.629166e-02, 4.956945e+00
-2.743505600000e-02, -6.275686e-02, 4.957039e+00
-2.735539200000e-02, -6.701540e-02, 4.957119e+00
-2.727572800000e-02, -6.624397e-02, 4.956918e+00
-2.719606400000e-02, -6.398147e-02, 4.956900e+00
-2.711640000000e-02, -6.021474e-02, 4.957074e+00
