% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 MOhm impedance, 50 x probe attenuation
% Channel B (Input 2), DC coupling, 1 MOhm impedance, 1 x probe attenuation
% Time span 84.39 ms, time offset -3.740 ms, Precision acquisition mode, 40 averages
% Edge trigger: Channel B, level 427.0 mV, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2024-11-14 T 17:56:05 +0100
% Time (s), Channel A (Input 1) (V), Channel B (Input 2) (V)
-3.845932800000e-02, -1.027166e-01, 4.954562e+00
-3.837353600000e-02, -1.100841e-01, 4.954808e+00
-3.828774400000e-02, -1.161883e-01, 4.954714e+00
-3.820195200000e-02, -1.100852e-01, 4.954624e+00
-3.811616000000e-02, -1.005770e-01, 4.954597e+00
-3.803036800000e-02, -1.076085e-01, 4.954861e+00
-3.794457600000e-02, -1.063600e-01, 4.954926e+00
-3.785878400000e-02, -1.058279e-01, 4.954637e+00
-3.777299200000e-02, -1.025127e-01, 4.954813e+00
-3.768720000000e-02, -1.047036e-01, 4.954800e+00
-3.760140800000e-02, -1.017557e-01, 4.954967e+00
-3.751561600000e-02, -1.057997e-01, 4.954844e+00
-3.742982400000e-02, -1.087969e-01, 4.954908e+00
-3.734403200000e-02, -1.123985e-01, 4.954483e+00
-3.725824000000e-02, -1.189887e-01, 4.954691e+00
-3.717244800000e-02, -1.098116e-01, 4.954737e+00
-3.708665600000e-02, -1.094677e-01, 4.954935e+00
-3.700086400000e-02, -1.050028e-01, 4.954820e+00
-3.691507200000e-02, -1.030548e-01, 4.934470e+00
-3.682928000000e-02, -1.075917e-01, 3.983151e+00
-3.674348800000e-02, -1.139710e-01, 2.809411e+00
-3.665769600000e-02, -1.093472e-01, 2.459751e+00
-3.657190400000e-02, -1.109860e-01, 2.345567e+00
-3.648611200000e-02, -1.059492e-01, 1.976503e+00
-3.640032000000e-02, -1.132094e-01, 2.466332e-01
-3.631452800000e-02, -1.098606e-01, -3.542571e-02
-3.622873600000e-02, -1.105855e-01, -3.549698e-02
-3.614294400000e-02, -1.129639e-01, -3.566345e-02
-3.605715200000e-02, -1.146016e-01, -3.572267e-02
-3.597136000000e-02, -1.228488e-01, -3.577431e-02
-3.588556800000e-02, -1.178197e-01, -3.573035e-02
-3.579977600000e-02, -1.141577e-01, -3.588424e-02
-3.571398400000e-02, -1.123683e-01, -3.579507e-02
-3.562819200000e-02, -1.097174e-01, -3.583194e-02
-3.554240000000e-02, -1.112286e-01, -3.585398e-02
-3.545660800000e-02, -1.029822e-01, -3.604784e-02
-3.537081600000e-02, -1.010456e-01, -3.590033e-02
-3.528502400000e-02, -1.066692e-01, -3.595872e-02
