5.002000976562500227e+02,2.970925234097091951e-11
5.043917561848958258e+02,2.975351198214833616e-11
5.085834147135416856e+02,2.979777162332575281e-11
5.127750732421875455e+02,2.984203126450317592e-11
5.169667317708333485e+02,2.988629090568059257e-11
5.211583902994791515e+02,2.993055054685800922e-11
5.253500488281249545e+02,2.997481018803542586e-11
5.295417073567707575e+02,3.001906982921284251e-11
5.337333658854166742e+02,3.006332947039026562e-11
5.379250244140624773e+02,3.010758911156768227e-11
5.421166829427082803e+02,3.015184875274509892e-11
5.463083414713541970e+02,3.019610839392251557e-11
5.505000000000000000e+02,3.024036803509993222e-11
5.546916585286458030e+02,3.028462767627735533e-11
5.588833170572917197e+02,3.032888731745477198e-11
5.630749755859375227e+02,3.037314695863218862e-11
5.672666341145833258e+02,3.041740659980960527e-11
5.714582926432292425e+02,3.046166624098702192e-11
5.756499511718750455e+02,3.050592588216444503e-11
5.798416097005208485e+02,3.055018552334186168e-11
5.840332682291666515e+02,3.059444516451927833e-11
5.882249267578124545e+02,3.063870480569669498e-11
5.924165852864582575e+02,3.068296444687411162e-11
5.966082438151041742e+02,3.072722408805153473e-11
6.007999023437499773e+02,3.077148372922895138e-11
6.007999023437499773e+02,3.077148372922895138e-11
6.049915710449218977e+02,3.081574347781787083e-11
6.091832397460937045e+02,3.086000322640679675e-11
6.133749084472656250e+02,3.090426297499571620e-11
6.175665771484375455e+02,3.094852272358464211e-11
6.217582458496093523e+02,3.099278247217356803e-11
6.259499145507812727e+02,3.103704222076248748e-11
6.301415832519530795e+02,3.108130196935141339e-11
6.343332519531250000e+02,3.112556171794033931e-11
6.385249206542969205e+02,3.116982146652925876e-11
6.427165893554688409e+02,3.121408121511818467e-11
6.469082580566406477e+02,3.007812940828021410e-11
6.510999267578124545e+02,2.828897902700178146e-11
6.552915954589843750e+02,2.672647836070096304e-11
6.594832641601562955e+02,2.554116920779991842e-11
6.636749328613281023e+02,2.452183334791079365e-11
6.678666015625000227e+02,2.347237086122015991e-11
6.720582702636718295e+02,2.278211247972526275e-11
6.762499389648437500e+02,2.216872533073398321e-11
6.804416076660156705e+02,2.170334127689213104e-11
6.846332763671874773e+02,2.131001208216256013e-11
6.888249450683593977e+02,2.115489465365669649e-11
6.930166137695312045e+02,2.093068242779916427e-11
6.972082824707031250e+02,2.079824717965265077e-11
7.013999511718750455e+02,2.081143021983561865e-11
7.013999511718750455e+02,2.080423883557117309e-11
7.055957885742188864e+02,2.060609031065892222e-11
7.097916259765625000e+02,2.052765344066067211e-11
7.139874633789063409e+02,2.035582894669451752e-11
7.181833007812499545e+02,2.015672108541484326e-11
7.223791381835937955e+02,1.995569046463847638e-11
7.265749755859375227e+02,1.971375753644785897e-11
7.307708129882812500e+02,1.948437741608632388e-11
7.349666503906249773e+02,1.917918759005466998e-11
7.391624877929687045e+02,1.897822461924205122e-11
7.433583251953125455e+02,1.863123977466141530e-11
7.475541625976561591e+02,1.836136427266165903e-11
7.517500000000000000e+02,1.803812453179094813e-11
7.559458374023436136e+02,1.766797832933861144e-11
7.601416748046874545e+02,1.736574370223575206e-11
7.643375122070311818e+02,1.691299128955305233e-11
7.685333496093750227e+02,1.653528458906887003e-11
7.727291870117187500e+02,1.613561287266315357e-11
7.769250244140624773e+02,1.573832657654237487e-11
7.811208618164062045e+02,1.534243590398525871e-11
7.853166992187500455e+02,1.491224455248927897e-11
7.895125366210937727e+02,1.448154508574227050e-11
7.937083740234375000e+02,1.407582973358174567e-11
7.979042114257811136e+02,1.366129754075079654e-11
8.021000488281249545e+02,1.326591272674021668e-11
8.021000488281249545e+02,1.324096906979953058e-11
8.062958760579426780e+02,1.283762342769852159e-11
8.104917032877604015e+02,1.243757394895636115e-11
8.146875305175781250e+02,1.203115725099611471e-11
8.188833577473958485e+02,1.165451089554118580e-11
8.230791849772134583e+02,1.125893827203212473e-11
8.272750122070312955e+02,1.089508987406187955e-11
8.314708394368490190e+02,1.053853436116197884e-11
8.356666666666666288e+02,1.017359874648430334e-11
8.398624938964843523e+02,9.817893544342852329e-12
8.440583211263021894e+02,9.421035982235485447e-12
8.482541483561196856e+02,9.032326718375192741e-12
8.524499755859375227e+02,8.610949435876820269e-12
8.566458028157552462e+02,8.178985741110988333e-12
8.608416300455728560e+02,7.686164459162904799e-12
8.650374572753905795e+02,7.203723452589918550e-12
8.692332845052084167e+02,6.603993760665200881e-12
8.734291117350260265e+02,6.051991420362062483e-12
8.776249389648437500e+02,5.396773193682473164e-12
8.818207661946614735e+02,4.726090648927745806e-12
8.860165934244790833e+02,4.056970441642892576e-12
8.902124206542969205e+02,3.279350052782522272e-12
8.944082478841146440e+02,2.632660770117708460e-12
8.986040751139322538e+02,1.921230458445150689e-12
9.027999023437499773e+02,1.355491034678756033e-12
9.027999023437499773e+02,1.351013280846079580e-12
9.069957397460937045e+02,9.019578140624590308e-13
9.111915771484376592e+02,5.733880872816750578e-13
9.153874145507812727e+02,3.635969220764345097e-13
9.195832519531250000e+02,2.133243037003777554e-13
9.237790893554687273e+02,1.341613969234183179e-13
9.279749267578123408e+02,8.298008382479862600e-14
9.321707641601562955e+02,4.914792122986864626e-14
