% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 MOhm impedance, 50 x probe attenuation
% Channel B (Input 2), DC coupling, 1 MOhm impedance, 1 x probe attenuation
% Time span 90.42 ms, time offset -3.740 ms, Precision acquisition mode, 40 averages
% Edge trigger: Channel B, level 427.0 mV, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2024-11-14 T 17:21:08 +0100
% Time (s), Channel A (Input 1) (V), Channel B (Input 2) (V)
-4.147545600000e-02, -1.626370e-01, 4.957360e+00
-4.138675200000e-02, -1.615292e-01, 4.957396e+00
-4.129804800000e-02, -1.684191e-01, 4.957384e+00
-4.120934400000e-02, -1.690794e-01, 4.957496e+00
-4.112064000000e-02, -1.627570e-01, 4.957406e+00
-4.103193600000e-02, -1.637514e-01, 4.957611e+00
-4.094323200000e-02, -1.686887e-01, 4.957367e+00
-4.085452800000e-02, -1.648567e-01, 4.957282e+00
-4.076582400000e-02, -1.649911e-01, 4.957569e+00
-4.067712000000e-02, -1.679675e-01, 4.957451e+00
-4.058841600000e-02, -1.708577e-01, 4.957535e+00
-4.049971200000e-02, -1.724984e-01, 4.957470e+00
-4.041100800000e-02, -1.734005e-01, 4.957395e+00
-4.032230400000e-02, -1.747219e-01, 4.957558e+00
-4.023360000000e-02, -1.679868e-01, 4.957415e+00
-4.014489600000e-02, -1.602322e-01, 4.957414e+00
-4.005619200000e-02, -1.687319e-01, 4.957290e+00
-3.996748800000e-02, -1.726834e-01, 4.957368e+00
-3.987878400000e-02, -1.743133e-01, 4.957334e+00
-3.979008000000e-02, -1.790218e-01, 4.957434e+00
-3.970137600000e-02, -1.777917e-01, 4.957465e+00
-3.961267200000e-02, -1.796017e-01, 4.957633e+00
-3.952396800000e-02, -1.803449e-01, 4.925458e+00
-3.943526400000e-02, -1.785396e-01, 4.713566e+00
-3.934656000000e-02, -1.862063e-01, 4.488380e+00
-3.925785600000e-02, -1.918017e-01, 4.454066e+00
-3.916915200000e-02, -1.913741e-01, 4.038449e+00
-3.908044800000e-02, -1.951705e-01, 3.663259e+00
-3.899174400000e-02, -1.887697e-01, 3.354846e+00
-3.890304000000e-02, -1.800552e-01, 2.952154e+00
-3.881433600000e-02, -1.785589e-01, 2.587690e+00
-3.872563200000e-02, -1.688911e-01, 2.446829e+00
-3.863692800000e-02, -1.742436e-01, 2.337329e+00
-3.854822400000e-02, -1.914633e-01, 2.284137e+00
-3.845952000000e-02, -1.935076e-01, 2.212523e+00
-3.837081600000e-02, -1.944075e-01, 2.212401e+00
-3.828211200000e-02, -1.999591e-01, 2.143982e+00
-3.819340800000e-02, -1.959595e-01, 2.044399e+00
-3.810470400000e-02, -1.840502e-01, 1.937481e+00
-3.801600000000e-02, -1.760715e-01, 1.760204e+00
-3.792729600000e-02, -1.850991e-01, 1.190765e+00
-3.783859200000e-02, -1.847915e-01, 4.705272e-01
-3.774988800000e-02, -1.886477e-01, 9.126945e-02
-3.766118400000e-02, -1.901391e-01, 9.128407e-02
-3.757248000000e-02, -1.822042e-01, 9.116756e-02
-3.748377600000e-02, -1.776504e-01, 9.133223e-02
-3.739507200000e-02, -1.834805e-01, -3.238608e-02
-3.730636800000e-02, -1.941041e-01, -3.353832e-02
-3.721766400000e-02, -1.822135e-01, -3.352554e-02
-3.712896000000e-02, -1.695729e-01, -3.346323e-02
-3.704025600000e-02, -1.725317e-01, -3.338108e-02
-3.695155200000e-02, -1.753712e-01, -3.338356e-02
-3.686284800000e-02, -1.742659e-01, -3.342495e-02
-3.677414400000e-02, -1.660215e-01, -3.350007e-02
-3.668544000000e-02, -1.666254e-01, -3.362228e-02
-3.659673600000e-02, -1.684392e-01, -3.340802e-02
-3.650803200000e-02, -1.689247e-01, -3.324230e-02
-3.641932800000e-02, -1.654457e-01, -3.333816e-02
-3.633062400000e-02, -1.588821e-01, -3.346901e-02
-3.624192000000e-02, -1.614532e-01, -3.353053e-02
-3.615321600000e-02, -1.585360e-01, -3.358984e-02
-3.606451200000e-02, -1.612668e-01, -3.361016e-02
-3.597580800000e-02, -1.579299e-01, -3.356844e-02
-3.588710400000e-02, -1.625913e-01, -3.360686e-02
-3.579840000000e-02, -1.600238e-01, -3.357403e-02
-3.570969600000e-02, -1.523716e-01, -3.369740e-02
-3.562099200000e-02, -1.527073e-01, -3.365094e-02
-3.553228800000e-02, -1.533712e-01, -3.363423e-02
-3.544358400000e-02, -1.531738e-01, -3.362754e-02
-3.535488000000e-02, -1.482222e-01, -3.356960e-02
-3.526617600000e-02, -1.466083e-01, -3.363665e-02
-3.517747200000e-02, -1.470480e-01, -3.373328e-02
-3.508876800000e-02, -1.435869e-01, -3.368586e-02
-3.500006400000e-02, -1.487294e-01, -3.348666e-02
-3.491136000000e-02, -1.547205e-01, -3.361652e-02
-3.482265600000e-02, -1.433540e-01, -3.357739e-02
-3.473395200000e-02, -1.364120e-01, -3.359939e-02
-3.464524800000e-02, -1.329716e-01, -3.352857e-02
-3.455654400000e-02, -1.296251e-01, -3.334408e-02
-3.446784000000e-02, -1.314020e-01, -3.346058e-02
-3.437913600000e-02, -1.327665e-01, -3.343379e-02
-3.429043200000e-02, -1.376861e-01, -3.341322e-02
-3.420172800000e-02, -1.260332e-01, -3.346642e-02
-3.411302400000e-02, -1.168732e-01, -3.347421e-02
-3.402432000000e-02, -1.144261e-01, -3.339962e-02
-3.393561600000e-02, -1.135328e-01, -3.326595e-02
-3.384691200000e-02, -1.211854e-01, -3.328867e-02
-3.375820800000e-02, -1.211857e-01, -3.340887e-02
-3.366950400000e-02, -1.220063e-01, -3.333857e-02
-3.358080000000e-02, -1.159056e-01, -3.327947e-02
-3.349209600000e-02, -1.161187e-01, -3.343197e-02
-3.340339200000e-02, -1.135741e-01, -3.335685e-02
-3.331468800000e-02, -1.153863e-01, -3.331885e-02
-3.322598400000e-02, -1.084066e-01, -3.326860e-02
-3.313728000000e-02, -1.181581e-01, -3.337706e-02
-3.304857600000e-02, -1.179254e-01, -3.341895e-02
-3.295987200000e-02, -1.132420e-01, -3.343329e-02
-3.287116800000e-02, -1.147612e-01, -3.353774e-02
-3.278246400000e-02, -1.132745e-01, -3.344847e-02
-3.269376000000e-02, -1.090336e-01, -3.330547e-02
-3.260505600000e-02, -1.032002e-01, -3.340176e-02
