 -5.7000	23
 -5.6950	12
 -5.6900	20
 -5.6850	25
 -5.6800	30
 -5.6750	39
 -5.6700	56
 -5.6650	59
 -5.6600	80
 -5.6550	100
 -5.6500	129
 -5.6450	150
 -5.6400	221
 -5.6350	224
 -5.6300	263
 -5.6250	345
 -5.6200	464
 -5.6150	587
 -5.6100	738
 -5.6050	959
 -5.6000	1285
 -5.5950	1657
 -5.5900	2318
 -5.5850	3164
 -5.5800	4399
 -5.5750	6301
 -5.5700	8677
 -5.5650	11036
 -5.5600	13682
 -5.5550	17068
 -5.5500	21671
 -5.5450	25720
 -5.5400	28912
 -5.5350	29414
 -5.5300	25735
 -5.5250	20323
 -5.5200	15843
 -5.5150	12969
 -5.5100	10948
 -5.5050	9983
 -5.5000	8965
 -5.4950	8395
 -5.4900	7814
 -5.4850	7334
 -5.4800	6802
 -5.4750	6477
 -5.4700	6259
 -5.4650	6083
 -5.4600	5955
 -5.4550	5742
 -5.4500	5693
 -5.4450	5574
 -5.4400	5550
 -5.4350	5556
 -5.4300	5250
 -5.4250	5229
 -5.4200	4958
 -5.4150	4773
 -5.4100	4533
 -5.4050	4318
 -5.4000	4085
 -5.3950	4071
 -5.3900	3822
 -5.3850	3749
 -5.3800	3667
 -5.3750	3657
 -5.3700	3585
 -5.3650	3457
 -5.3600	3421
 -5.3550	3256
 -5.3500	3049
 -5.3450	2955
 -5.3400	2751
 -5.3350	2673
 -5.3300	2529
 -5.3250	2353
 -5.3200	2264
 -5.3150	2109
 -5.3100	1989
 -5.3050	1884
 -5.3000	1709
 -5.2950	1593
 -5.2900	1592
 -5.2850	1542
 -5.2800	1540
 -5.2750	1355
 -5.2700	1373
 -5.2650	1311
 -5.2600	1321
 -5.2550	1261
 -5.2500	1175
 -5.2450	1235
 -5.2400	1068
 -5.2350	1152
 -5.2300	1069
 -5.2250	1023
 -5.2200	963
 -5.2150	995
 -5.2100	901
 -5.2050	940
 -5.2000	876
 -5.1950	945
 -5.1900	964
 -5.1850	893
 -5.1800	917
 -5.1750	927
 -5.1700	921
 -5.1650	981
 -5.1600	955
 -5.1550	1063
 -5.1500	1027
 -5.1450	1048
 -5.1400	977
 -5.1350	960
 -5.1300	994
 -5.1250	874
 -5.1200	780
 -5.1150	775
 -5.1100	679
 -5.1050	657
 -5.1000	609
 -5.0950	603
 -5.0900	563
 -5.0850	520
 -5.0800	539
 -5.0750	474
 -5.0700	472
 -5.0650	420
 -5.0600	444
 -5.0550	457
 -5.0500	400
 -5.0450	391
 -5.0400	418
 -5.0350	366
 -5.0300	382
 -5.0250	356
 -5.0200	343
 -5.0150	349
 -5.0100	315
 -5.0050	302
 -5.0000	311
