6327.40054075    -0.00000533    -0.00000800    -0.00000300    -0.00000500
6327.47972190    -0.00000367    -0.00000300    -0.00000300    -0.00000500
6327.55890305    -0.00000433    -0.00000300    -0.00000500    -0.00000500
6327.63808420    -0.00000700    -0.00000500    -0.00000800    -0.00000800
6327.71726535    -0.00000700    -0.00000800    -0.00000800    -0.00000500
6327.79644650    -0.00000433    -0.00000500    -0.00000500    -0.00000300
6327.87562766    -0.00000200    -0.00000300    -0.00000300    0.00000000
6327.95480881    -0.00000100    0.00000000    -0.00000300    0.00000000
6328.03398996    -0.00000100    0.00000000    -0.00000300    0.00000000
6328.11317111    -0.00000433    -0.00000500    -0.00000500    -0.00000300
6328.19235226    -0.00000433    -0.00000500    -0.00000300    -0.00000500
6328.27153341    -0.00000600    -0.00000500    -0.00000500    -0.00000800
6328.35071456    -0.00000600    -0.00000500    -0.00000500    -0.00000800
6328.42989571    -0.00000467    -0.00000800    -0.00000300    -0.00000300
6328.50907686    -0.00000267    -0.00000300    -0.00000500    0.00000000
6328.58825801    -0.00000100    -0.00000300    -0.00000000    0.00000000
6328.66743917    -0.00000433    -0.00000500    -0.00000300    -0.00000500
6328.74662032    0.00000000    0.00000300    0.00000000    -0.00000300
6328.82773272    0.00000100    0.00000000    -0.00000000    0.00000300
6328.90691387    -0.00000100    0.00000000    0.00000000    -0.00000300
6328.98609502    0.00000100    0.00000300    0.00000300    -0.00000300
6329.06527617    0.00000000    0.00000000    0.00000000    0.00000000
6329.14445732    0.00000000    0.00000000    0.00000000    0.00000000
6329.22363847    0.00000000    0.00000000    0.00000000    0.00000000
6329.30281962    0.00000200    0.00000300    0.00000000    0.00000300
6329.38200077    0.00000200    0.00000300    0.00000300    0.00000000
6329.46118192    0.00000300    0.00000300    0.00000300    0.00000300
6329.54036307    0.00000300    0.00000300    0.00000300    0.00000300
6329.61954423    0.00000300    0.00000300    0.00000300    0.00000300
6329.69872538    0.00000367    0.00000500    0.00000300    0.00000300
6329.77790653    0.00000367    0.00000300    0.00000300    0.00000500
6329.85708768    0.00000300    0.00000300    0.00000300    0.00000300
6329.93626883    0.00000500    0.00000500    0.00000500    0.00000500
6330.01544998    0.00000433    0.00000500    0.00000300    0.00000500
6330.09463113    0.00000500    0.00000500    0.00000500    0.00000500
6330.17381228    0.00000500    0.00000500    0.00000500    0.00000500
6330.25299343    0.00000600    0.00000500    0.00000500    0.00000800
6330.33217458    0.00000500    0.00000500    0.00000500    0.00000500
6330.41135574    0.00000500    0.00000500    0.00000500    0.00000500
6330.49053689    0.00000500    0.00000500    0.00000500    0.00000500
6330.57164929    0.00000700    0.00000800    0.00000800    0.00000500
6330.65083044    0.00000967    0.00001300    0.00000800    0.00000800
6330.73001159    0.00001300    0.00001300    0.00001300    0.00001300
6330.80919274    0.00001600    0.00001500    0.00001800    0.00001500
6330.88837389    0.00001933    0.00002000    0.00002000    0.00001800
6330.96755504    0.00002933    0.00003000    0.00003000    0.00002800
6331.04673619    0.00004000    0.00004000    0.00004000    0.00004000
6331.12591734    0.00005200    0.00005300    0.00005000    0.00005300
6331.20509849    0.00006933    0.00006800    0.00007000    0.00007000
6331.28427964    0.00008800    0.00008800    0.00008800    0.00008800
6331.36346080    0.00010433    0.00010300    0.00010500    0.00010500
6331.44264195    0.00013100    0.00013000    0.00013000    0.00013300
6331.52182310    0.00016533    0.00016300    0.00016500    0.00016800
6331.60100425    0.00021700    0.00021500    0.00021800    0.00021800
6331.68018540    0.00028633    0.00027800    0.00028800    0.00029300
6331.75936655    0.00036600    0.00035800    0.00036500    0.00037500
6331.83854770    0.00046433    0.00045000    0.00046800    0.00047500
6331.91772885    0.00055867    0.00054500    0.00056300    0.00056800
6331.99691000    0.00069933    0.00069000    0.00070300    0.00070500
6332.07609115    0.00086100    0.00085000    0.00086000    0.00087300
6332.15527231    0.00104367    0.00102300    0.00104800    0.00106000
6332.23445346    0.00122800    0.00121300    0.00122800    0.00124300
6332.31556586    0.00142933    0.00141000    0.00143500    0.00144300
6332.39474701    0.00160700    0.00158800    0.00161000    0.00162300
6332.47392816    0.00177967    0.00177800    0.00177800    0.00178300
6332.55310931    0.00193600    0.00193300    0.00193500    0.00194000
6332.63229046    0.00206767    0.00206300    0.00207000    0.00207000
6332.71147161    0.00219167    0.00218500    0.00220000    0.00219000
6332.79065276    0.00228300    0.00227300    0.00228800    0.00228800
6332.86983391    0.00234767    0.00235000    0.00234500    0.00234800
6332.94901506    0.00239667    0.00240000    0.00240000    0.00239000
6333.02819621    0.00242433    0.00242300    0.00242500    0.00242500
6333.10737737    0.00243967    0.00243800    0.00244300    0.00243800
6333.18655852    0.00244133    0.00243800    0.00243800    0.00244800
6333.26573967    0.00242367    0.00243000    0.00242300    0.00241800
6333.34492082    0.00240100    0.00239500    0.00239800    0.00241000
6333.42410197    0.00236033    0.00237000    0.00235800    0.00235300
6333.50328312    0.00229867    0.00230300    0.00229800    0.00229500
6333.58246427    0.00219533    0.00220800    0.00218800    0.00219000
6333.66164542    0.00209200    0.00210300    0.00208500    0.00208800
6333.74082657    0.00196033    0.00197500    0.00195800    0.00194800
6333.82000772    0.00178867    0.00180800    0.00178300    0.00177500
6333.89918888    0.00162500    0.00164000    0.00162500    0.00161000
6333.97837003    0.00144267    0.00145300    0.00144000    0.00143500
6334.05948243    0.00124600    0.00126000    0.00124300    0.00123500
6334.13866358    0.00103933    0.00105500    0.00103800    0.00102500
6334.21784473    0.00083367    0.00085000    0.00082800    0.00082300
6334.29702588    0.00064867    0.00066500    0.00064300    0.00063800
6334.37620703    0.00050100    0.00051300    0.00050000    0.00049000
6334.45538818    0.00037533    0.00038800    0.00037000    0.00036800
6334.53456933    0.00027100    0.00027800    0.00027000    0.00026500
6334.61375048    0.00019600    0.00020300    0.00019500    0.00019000
6334.69293163    0.00013967    0.00014300    0.00013800    0.00013800
6334.77211278    0.00010100    0.00010300    0.00010000    0.00010000
6334.85129394    0.00007167    0.00007500    0.00007000    0.00007000
6334.93047509    0.00005100    0.00005300    0.00005000    0.00005000
6335.00965624    0.00003800    0.00003800    0.00003800    0.00003800
6335.08883739    0.00003000    0.00003000    0.00003000    0.00003000
6335.16801854    0.00002700    0.00002800    0.00002500    0.00002800
6335.24719969    0.00001800    0.00001800    0.00001800    0.00001800
6335.32638084    0.00000967    0.00001300    0.00000800    0.00000800
6335.40556199    0.00000800    0.00000800    0.00000800    0.00000800
6335.48474314    0.00000800    0.00000800    0.00000800    0.00000800
6335.56392430    0.00000600    0.00000800    0.00000500    0.00000500
6335.64310545    0.00000000    0.00000000    0.00000000    0.00000000
6335.72228660    -0.00000267    -0.00000300    -0.00000500    0.00000000
6335.80339900    -0.00000267    -0.00000300    -0.00000500    0.00000000
6335.88258015    -0.00000267    -0.00000500    -0.00000300    0.00000000
6335.96176130    -0.00000533    -0.00000800    -0.00000500    -0.00000300
6336.04094245    -0.00000167    -0.00000500    0.00000000    0.00000000
6336.12012360    -0.00000267    -0.00000300    -0.00000500    0.00000000
6336.19930475    -0.00000167    -0.00000500    0.00000000    0.00000000
6336.27848590    -0.00000167    -0.00000500    0.00000000    0.00000000
6336.35766705    -0.00000200    -0.00000300    -0.00000300    0.00000000
6336.43684820    -0.00000100    -0.00000300    0.00000000    0.00000000
6336.51602935    -0.00000200    0.00000000    -0.00000300    -0.00000300
6336.59521051    -0.00000433    -0.00000300    -0.00000500    -0.00000500
6336.67439166    -0.00000700    -0.00000500    -0.00000800    -0.00000800
6336.75357281    -0.00000967    -0.00001300    -0.00000800    -0.00000800
6336.83275396    -0.00000267    -0.00000500    -0.00000300    0.00000000
6336.91193511    -0.00000433    -0.00000500    -0.00000300    -0.00000500
6336.99111626    -0.00000167    -0.00000500    0.00000000    -0.00000000
6337.07029741    -0.00000433    -0.00000500    -0.00000300    -0.00000500
6337.14947856    -0.00000700    -0.00000500    -0.00000800    -0.00000800
6337.22865971    -0.00000800    -0.00000800    -0.00000800    -0.00000800
6337.30784087    -0.00000533    -0.00000800    -0.00000500    -0.00000300
6337.38702202    -0.00000200    -0.00000300    0.00000000    -0.00000300
6337.46620317    -0.00000267    -0.00000000    -0.00000300    -0.00000500
6337.54538432    -0.00000700    -0.00000500    -0.00000800    -0.00000800
6337.62649672    -0.00000600    -0.00000800    -0.00000500    -0.00000500
6337.70567787    -0.00000200    -0.00000300    -0.00000300    0.00000000
6337.78485902    -0.00000467    -0.00000800    -0.00000300    -0.00000300
6337.86404017    -0.00000200    -0.00000300    -0.00000300    0.00000000
6337.94322132    -0.00000100    0.00000000    -0.00000300    0.00000000
6338.02240247    -0.00000100    -0.00000300    0.00000000    0.00000000
6338.10158362    -0.00000200    -0.00000300    -0.00000000    -0.00000300
6338.18076477    -0.00000367    -0.00000300    -0.00000300    -0.00000500
6338.25994593    -0.00000600    -0.00000500    -0.00000500    -0.00000800
6338.33912708    -0.00000700    -0.00000500    -0.00000800    -0.00000800
6338.41830823    -0.00000700    -0.00000800    -0.00000800    -0.00000500
6338.49748938    -0.00000533    -0.00000800    -0.00000500    -0.00000300
6338.57667053    -0.00000333    -0.00000500    -0.00000500    0.00000000
6338.65585168    -0.00000367    -0.00000300    -0.00000300    -0.00000500
6338.73503283    -0.00000367    -0.00000300    -0.00000300    -0.00000500
6338.81421398    -0.00000433    -0.00000500    -0.00000500    -0.00000300
6338.89339513    -0.00000500    -0.00000500    -0.00000500    -0.00000500
6338.97257628    -0.00000433    -0.00000300    -0.00000500    -0.00000500
6339.05175744    -0.00000600    -0.00000500    -0.00000500    -0.00000800
6339.13093859    -0.00000800    -0.00000800    -0.00000800    -0.00000800
6339.21011974    -0.00000700    -0.00000800    -0.00000500    -0.00000800
6339.28930089    -0.00000800    -0.00000800    -0.00000800    -0.00000800
6339.37041329    -0.00000800    -0.00000800    -0.00000800    -0.00000800
6339.44959444    -0.00000633    -0.00000800    -0.00000800    -0.00000300
6339.52877559    -0.00000533    -0.00000800    -0.00000500    -0.00000300
6339.60795674    -0.00000433    -0.00000800    -0.00000500    0.00000000
6339.68713789    -0.00000367    -0.00000500    -0.00000300    -0.00000300
